CaseNumber,Amt.Repaid.at.6.Months,Nominal.Loan.Amount,Total.Amt.to.be.Repaid,PRSM,Repayment.Percentage,Commission.Upfront,Validated.Monthly.Batch,Historical.Monthly.Credit.Card.Receipts,Loan.Type,Loan.Size.Class,FICO,Years.In.Business,Num.of.Credit.Lines,Num.of.Paid.off.Credit.Lines,Current.Delinquent.Credit.Lines,Previous.Delinquent.Credit.Lines,Business.Entity.Type,Num.of.Trade.Lines,Num.of.Derog.Legal.Item,Two.Digit.SIC.Code,Two.Digit.SIC.Description,Population.in.Zip.Code,Average.House.Value.in.Zip.Code,Income.Per.Household.in.Zip....,State,ISO.Name
344012260,7879,19200,22656,0.6955,12.5,1344,18711.92,21963,O,S2,550,10,19,6,5,9,LLC,0,0,55,Automotive Dealers and Service Stations,36785,69500,29997,FL,Loan Masters
378114786,19392,37000,43475,0.8921,12.5,1498.5,36229.58,36230.1104,R,S3,501,6,28,11,3,10,LLC,1,0,58,Eating and Drinking Places,42503,170400,60296,MD,Loan Masters
351015636,14253,26600,31654,0.9005,12.5,3670.8,20988.4,20988.5,O,S3,579,29,9,3,1,2,LLC,1,0,58,Eating and Drinking Places,38066,92300,47825,GA,Credit Divas
79719718,6934,15600,18330,0.7566,12.5,421.2,19360,21128,R,S2,589,6,26,21,2,20,LLC,0,11,58,Eating and Drinking Places,10243,107700,45672,PA,Loan Masters
104110253,6199,18400,22816,0.5434,12.5,3540.16,23629.62,15620,R,S2,645,2,46,10,5,5,LLC,7,0,51,Wholesale Trade-Nondurable Goods,13388,137400,56057,FL,Credit Divas
371413226,21268,40000,49000,0.8681,14,800,28714.96,7124,R,S3,552,4,21,6,12,2,LLC,0,0,58,Eating and Drinking Places,41099,181200,61097,IL,Loan Masters
253511876,27233,44000,51700,1.0535,12.5,3267,39977.58,39977.5,R,S4,576,7,19,5,6,6,LLC,1,0,58,Eating and Drinking Places,27377,113000,44683,MN,Loan Masters
355114334,4841,8900,10635.55,0.9103,12.5,742.26,7963.44,12987.8,O,S2,587,17,44,19,0,10,LLC,11,1,42,Motor Freight Transportation/Warehouse,38515,99500,35381,FL,Loan Masters
214917684,8040,14800,18352,0.8762,12.5,2190.4,9735.94,9736,O,S2,613,5,26,16,1,14,S-Corp,1,0,72,Personal Services,23913,163600,64447,FL,Credit Divas
161017385,5885,15000,17850,0.6594,12.5,2070,12058.64,12058.3333,O,S2,473,6,26,11,8,5,LLC,0,0,58,Eating and Drinking Places,18925,184100,52319,NJ,Credit Divas
449013052,12249,30000,35700,0.6862,12.5,4140,24387.58,24387.3333,O,S3,543,3,24,15,4,4,LLC,1,0,72,Personal Services,66789,375000,55647,IL,Credit Divas
179412449,1207,5200,6448,0.3744,12.5,769.6,3769.56,5553.27273,O,S1,502,3,15,10,3,7,LLC,0,0,59,Miscellaneous Retail Stores,20796,109900,43542,OH,Credit Divas
131618482,27408,29200,34894,1.5709,12.5,1752,26342.14,26342,O,S3,785,8,27,16,0,0,S-Corp,2,0,75,Auto Repair Services and Parking,16291,81800,23891,NY,Loan Masters
374718345,10628,26000,30550,0.6958,12.5,2106,26738.1,26738,O,S3,630,2,9,2,1,1,LLC,0,0,58,Eating and Drinking Places,41790,89000,36851,OH,Loan Masters
254211424,52687,110000,130900,0.8050,12.5,5935.38,196896.36,189374,R,S4,714,11,11,4,0,1,LLC,0,0,58,Eating and Drinking Places,27420,113700,46128,KY,Loan Masters
146711587,46141,109200,131000,0.7044,12.5,17900.52,85491.24,99494.3333,O,S4,607,7,12,4,2,3,LLC,2,0,56,Apparel and Accessory Stores,17694,211000,32223,FL,Loan Masters
56011407,41531,80000,95200,0.8725,11,8832,72202.28,75731,O,S4,538,5,36,24,2,8,LLC,0,0,56,Apparel and Accessory Stores,7034,346400,93031,NJ,Loan Masters
193217458,69413,90000,107100,1.2962,10,12420,88577.76,92397.3333,O,S4,804,9,29,14,0,0,LLC,0,0,58,Eating and Drinking Places,22026,157500,71850,VA,Credit Divas
136117183,4253,10400,12896,0.6596,12.5,1539.2,6858.56,6858.57143,O,S2,578,5,7,2,1,0,LLC,0,0,58,Eating and Drinking Places,16815,115600,45648,OH,Credit Divas
365410039,2063,11400,13395,0.3080,12.5,1231.2,10311.42,12183.3333,O,S2,587,3,19,9,5,4,LLC,0,0,59,Miscellaneous Retail Stores,40157,93100,35211,VA,Loan Masters
22819003,1290,3000,3570,0.7227,12.5,414,13357.52,13357.3333,O,S1,579,8,21,7,5,6,LLC,1,1,59,Miscellaneous Retail Stores,2176,57500,33750,AR,Credit Divas
432415045,22437,40000,46000,0.9755,12.5,2790,35517.92,33236,O,S3,740,1,50,27,1,1,LLC,2,0,99,Other,56340,176100,45654,MA,Loan Masters
191615888,4937,13800,16422,0.6013,12.5,1491.14,10597.08,10597.3333,O,S2,457,4,32,17,6,6,LLC,2,0,72,Personal Services,21799,81700,22204,NC,Loan Masters
330215455,2609,4600,5704,0.9148,12.5,885.04,8957.02,6236,R,S1,597,5,40,27,1,12,LLC,0,0,57,Home Furniture and Furnishings Stores,35308,59200,30565,AR,Credit Divas
200317722,58779,85000,104550,1.1244,12.5,8687,54768.44,54768.6667,O,S4,624,2,18,10,2,0,LLC,0,0,42,Motor Freight Transportation/Warehouse,22611,84900,38563,WI,Loan Masters
317414820,53860,90000,103500,1.0408,12.5,4680,75624,83387,R,S4,536,11,58,34,1,7,LLC,1,8,75,Auto Repair Services and Parking,33557,255700,74655,MD,Credit Divas
31714003,23138,40400,48076,0.9626,12.5,5575.2,31850.96,31850.8889,O,S3,700,2,35,14,0,2,LLC,0,0,52,Building Materials and Hardware,3575,81700,36686,NH,Credit Divas
289513750,21989,52800,62040,0.7089,12.5,2851.2,66090,44660,R,S4,681,11,22,10,0,0,LLC,4,8,58,Eating and Drinking Places,30847,111200,35919,FL,Loan Masters
209819895,1946,6800,8432,0.4616,12.5,1006.4,4442.32,4442.8,O,S1,461,2,14,5,7,1,S-Corp,0,0,79,Amusement and Recreational Services,23557,72400,15779,VA,Credit Divas
33517385,4854,9000,11160,0.8699,12.5,266.4,11904.14,19274,R,S2,651,10,36,23,0,6,LLC,3,1,75,Auto Repair Services and Parking,3876,89300,45170,OH,Loan Masters
316715545,8086,18600,23064,0.7012,12.5,2752.8,12281.46,12281.4732,O,S2,583,10,18,2,0,4,S-Corp,2,0,57,Home Furniture and Furnishings Stores,33550,135400,25095,DC,Credit Divas
417712201,6386,13200,15708,0.8131,12.5,712.24,20628.58,12882,R,S2,630,2,43,18,5,11,LLC,4,0,58,Eating and Drinking Places,51061,143600,59918,OH,Loan Masters
311413906,4281,12000,14580,0.5872,12.5,2230.8,61822.48,61822.5455,O,S2,479,4,32,18,9,4,LLC,0,0,75,Auto Repair Services and Parking,32887,94500,33947,GA,Loan Masters
122418503,30366,87400,101700,0.5972,12.5,6217.6,126840,287386,R,S4,611,12,37,23,0,3,LLC,1,3,59,Miscellaneous Retail Stores,15374,89800,21502,FL,Credit Divas
128416826,3427,5800,6815,1.0057,12.5,626.4,5205.46,5205.5,O,S1,535,3,36,12,2,4,S-Corp,0,0,72,Personal Services,16066,116200,49284,MS,Loan Masters
225615193,8361,18600,22134,0.7555,10,2009.8,19214.76,19215,O,S2,597,21,33,22,1,4,LLC,1,0,72,Personal Services,24923,149800,52840,WI,Loan Masters
45111861,11350,26400,31020,0.7318,12.5,1425.6,22344,89612,R,S3,617,10,18,11,0,1,LLC,0,0,58,Eating and Drinking Places,5479,75400,26108,MD,Loan Masters
362213849,5284,12000,14280,0.7401,12.5,1656,9731.44,11935.4286,O,S2,525,17,17,5,0,2,LLC,3,0,41,Local/Suburban Transit and Highway Passenger,39582,236700,57657,NY,Credit Divas
173318582,5336,20000,23800,0.4484,7.5,2760,28875.92,28876.5,O,S2,573,2,5,1,3,0,LLC,2,0,58,Eating and Drinking Places,20280,104200,50192,FL,Credit Divas
40713531,48067,82800,99360,0.9675,12.5,5775.3,53364.7,53364.7,O,S4,664,3,36,21,0,7,LLC,1,0,80,Health Services,4935,363600,106027,NY,Loan Masters
53711586,32657,70000,83300,0.7841,12.5,7728,82350.72,55241,R,S4,574,23,20,5,5,6,LLC,6,3,75,Auto Repair Services and Parking,6733,146000,59187,NJ,Credit Divas
354618719,17597,28000,32900,1.0697,12.5,1960,27056.48,37477.75,O,S3,677,5,29,13,1,0,LLC,0,0,72,Personal Services,38504,137400,56945,OH,Loan Masters
339918264,28510,50000,57500,0.9917,12.5,3900,69055.98,92928,O,S4,650,13,15,5,0,2,LLC,8,0,59,Miscellaneous Retail Stores,36300,313100,53180,NY,Credit Divas
87718641,27876,50000,58750,0.9490,5,3500,102281.64,142409.2,O,S4,533,3,53,39,2,12,LLC,2,0,59,Miscellaneous Retail Stores,11385,193800,63066,NY,Loan Masters
256815533,14228,24200,28798,0.9881,12.5,2671.68,20913.5,19635.5395,R,S3,535,27,38,22,5,5,LLC,0,5,58,Eating and Drinking Places,27762,141200,60141,NY,Credit Divas
364414620,4269,7600,9728,0.8777,12.5,1719.12,4965.3,4965.25,O,S1,510,7,19,5,7,5,S-Corp,0,2,72,Personal Services,39920,129900,47663,MD,Loan Masters
187514118,4327,14000,16660,0.5194,12.5,1932,11080.68,11081,O,S2,596,1,40,21,0,2,LLC,0,4,59,Miscellaneous Retail Stores,21427,143600,60536,PA,Credit Divas
329819891,2443,4000,4760,1.0265,12.5,110.4,6946.08,7399,R,S1,603,6,20,8,4,5,LLC,0,0,42,Motor Freight Transportation/Warehouse,35241,204900,86581,AL,Loan Masters
42011958,23468,41600,48880,0.9602,12.5,832,40076.84,32463.2,R,S3,442,5,31,12,3,16,S-Corp,3,0,54,Food Stores,5116,94900,37953,VA,Loan Masters
60510136,12925,19000,23300,1.1094,12.5,2933.88,30248.36,20130,R,S2,558,20,38,17,12,14,LLC,1,0,59,Miscellaneous Retail Stores,7567,176900,68462,NJ,Loan Masters
370210072,4262,13800,16422,0.5191,12.5,1523.52,22055.12,23608,R,S2,624,2,20,6,1,5,LLC,0,0,72,Personal Services,40914,150700,52935,FL,Credit Divas
144718886,453639,452000,535620,1.6939,7.5,27865.8,520015.04,520015.2,O,S4,655,22,86,56,0,0,S-Corp,2,0,58,Eating and Drinking Places,17386,161200,56381,FL,Loan Masters
251510651,16947,59200,70448,0.4811,7.5,6535.68,193274.4,109998,R,S4,565,5,48,25,19,22,LLC,2,4,58,Eating and Drinking Places,27261,89800,46482,MS,Credit Divas
211014975,5055,10000,11900,0.8496,12.5,1104,8307.14,8307.5,R,S2,529,13,36,18,10,16,S-Corp,1,0,72,Personal Services,23663,90400,43051,IL,Credit Divas
51115243,2204,7200,8460,0.5210,12.5,680.4,6521.76,6522,O,S1,500,4,35,27,1,14,S-Corp,0,3,53,General Merchandise Stores,6349,81600,36016,AR,Loan Masters
148716010,7096,15000,19125,0.7421,12.5,3138.76,9881.4,9881.33333,O,S2,568,23,14,6,5,2,LLC,3,1,75,Auto Repair Services and Parking,17884,108400,39780,FL,Credit Divas
329913198,22877,40800,48552,0.9424,12.5,4504.32,54735.76,46994,R,S3,538,8,20,9,3,5,S-Corp,1,0,58,Eating and Drinking Places,35308,59200,30565,AR,Credit Divas
168912673,18883,49760,58468,0.6459,10,6045.84,48748.82,48987.5,O,S4,535,1,26,11,8,5,S-Corp,0,0,55,Automotive Dealers and Service Stations,19759,164400,46175,NC,Loan Masters
253410645,4407,7600,8930,0.9870,12.5,897.76,7361.48,7361.5,O,S1,570,3,22,11,4,6,S-Corp,8,0,7,Agricultural Services,27376,128100,60291,IN,Loan Masters
255015817,14273,32000,39680,0.7194,12.5,4736,21058.06,25710.6667,O,S3,639,3,19,10,0,3,LLC,1,0,57,Home Furniture and Furnishings Stores,27514,199300,61179,IL,Credit Divas
416513134,10719,20000,23800,0.9008,12.5,2760,16486.98,16487,O,S2,543,1,43,27,13,20,S-Corp,0,0,72,Personal Services,50781,167600,36025,MA,Credit Divas
62313684,31551,1.00E+05,119000,0.5303,9,13800,119384.52,119384.333,O,S4,579,2,7,1,0,0,LLC,1,0,53,General Merchandise Stores,7777,58300,23957,FL,Credit Divas
316217857,5866,17600,20680,0.5673,12.5,2019.6,13885.04,13885,O,S2,513,58,22,14,3,6,LLC,5,2,52,Building Materials and Hardware,33389,120000,34060,FL,Credit Divas
32815494,2770,7300,8942,0.6195,12.5,740.88,4718.7,4719,O,S1,596,2,11,5,1,1,LLC,0,0,56,Apparel and Accessory Stores,3787,76500,33348,WV,Loan Masters
25715256,49134,64600,75905,1.2946,12.5,1744.2,87896,55480,R,S4,590,20,34,16,7,6,S-Corp,1,0,58,Eating and Drinking Places,2706,111800,18878,NH,Loan Masters
54115593,98272,120000,148800,1.3209,12.5,19092,77974.42,77974.5455,O,S4,764,8,37,24,0,0,LLC,0,0,82,Educational Services,6746,62600,27144,FL,Loan Masters
148616345,3634,10800,12690,0.5727,12.5,1275.76,11687.22,3293.32971,O,S2,525,6,12,4,5,4,LLC,3,0,59,Miscellaneous Retail Stores,17858,259600,87497,CT,Loan Masters
99014529,3618,8127.5,9590.45,0.7545,12,1105.34,6501.86,6502,O,S1,686,2,14,6,1,1,LLC,2,0,58,Eating and Drinking Places,12871,143500,60662,CT,Loan Masters
72719403,2920,6200,7378,0.7915,12.5,669.94,4835.08,4835.33333,O,S1,628,15,29,16,1,5,LLC,2,0,73,Business Services,9376,87400,46213,IN,Loan Masters
284016331,2102,4400,5236,0.8029,12.5,607.2,4122.38,4324,R,S1,635,3,17,4,2,9,LLC,1,14,58,Eating and Drinking Places,30377,466700,22491,NY,Credit Divas
448315340,31529,60000,71400,0.8832,12.5,8280,64893.84,56384.2222,O,S4,728,47,2,1,0,0,S-Corp,3,1,59,Miscellaneous Retail Stores,66456,132700,60427,GA,Credit Divas
244211887,8716,25500,32513,0.5362,12.5,5336,16739.7,16739.6923,O,S3,550,3,31,19,5,4,LLC,4,0,80,Health Services,26525,162000,40788,RI,Credit Divas
223212743,23801,46000,54050,0.8807,10,3726,51880.28,51880.2857,O,S4,686,16,8,5,0,0,S-Corp,0,0,75,Auto Repair Services and Parking,24727,122900,30256,TN,Loan Masters
427811156,34428,62800,77872,0.8842,12.5,9294.4,41311.18,41311.2,O,S4,687,23,55,32,0,1,LLC,10,11,52,Building Materials and Hardware,54781,174700,47905,IL,Credit Divas
221611772,5878,10200,11985,0.9809,12.5,1204.88,9127.54,10646.8,O,S2,595,9,5,1,3,0,S-Corp,1,0,72,Personal Services,24538,72200,35432,OH,Loan Masters
233010653,9249,15800,19592,0.9442,12.5,2338.4,10419.12,10419,O,S2,600,10,24,6,0,2,LLC,1,0,72,Personal Services,25332,134800,32258,FL,Credit Divas
421610585,39719,96000,119040,0.6673,12.5,14208,64316.94,64316,O,S4,628,4,21,1,0,7,LLC,3,0,58,Eating and Drinking Places,52360,118600,42393,CT,Credit Divas
44513731,9704,19600,24304,0.7986,12.5,580.16,23651.66,10768,R,S2,561,4,13,4,6,7,LLC,0,0,75,Auto Repair Services and Parking,5427,94000,46250,NJ,Loan Masters
436818917,18042,30000,35250,1.0237,6,2835,60366,60366,O,S3,621,9,20,5,0,3,LLC,1,0,72,Personal Services,58895,98600,42934,FL,Loan Masters
373612374,14542,25600,30800,0.9443,12.5,3060,20864,31646,R,S3,525,5,45,33,6,4,LLC,1,1,72,Personal Services,41499,214500,45014,VA,Loan Masters
291812676,5520,16100,19964,0.5530,12.5,2382.8,10587.12,16157.7778,O,S2,591,3,44,25,1,11,LLC,0,0,56,Apparel and Accessory Stores,31060,101100,35432,LA,Credit Divas
170310301,7392,12400,14570,1.0147,12.5,744,11214.56,6708.2,O,S2,621,10,36,23,0,4,LLC,5,3,57,Home Furniture and Furnishings Stores,19917,400900,93342,MA,Loan Masters
263410069,5128,12000,14100,0.7274,12.5,810,15676.28,3398,R,S2,478,5,35,18,2,0,S-Corp,1,1,75,Auto Repair Services and Parking,28370,214300,58263,VA,Loan Masters
358316823,36248,61400,72145,1.0049,12.5,6631.2,59223.5,59223.6667,O,S4,589,2,37,16,0,5,LLC,0,0,54,Food Stores,38874,141400,60609,GA,Loan Masters
404013007,16177,28000,34720,0.9319,12.5,828.8,44250,44250,R,S3,722,13,70,35,0,0,LLC,0,2,59,Miscellaneous Retail Stores,46669,1000001,61986,NY,Loan Masters
281218356,3629,6800,8432,0.8608,12.5,1006.4,4402,4402,O,S1,648,7,23,10,0,1,S-Corp,1,0,75,Auto Repair Services and Parking,30115,68000,35950,MI,Loan Masters
99512251,31223,37800,44415,1.4060,10,2551.5,51140,58006,R,S3,579,31,34,23,2,1,LLC,9,0,75,Auto Repair Services and Parking,12902,154100,60263,PA,Loan Masters
214813049,16119,40400,50096,0.6435,12.5,5979.2,26625.94,26626,O,S4,555,13,14,6,3,8,S-Corp,1,2,57,Home Furniture and Furnishings Stores,23906,84300,36379,KY,Credit Divas
142716965,8091,14000,16520,0.9795,12.5,980,12785.1,12785.1,O,S2,583,10,28,8,5,9,S-Corp,1,0,54,Food Stores,17326,77500,21351,OH,Loan Masters
251817661,31408,56000,64400,0.9754,12.5,4368,44621.54,52599.5,O,S4,684,11,34,23,0,1,S-Corp,0,0,59,Miscellaneous Retail Stores,27268,111800,41888,NC,Credit Divas
91214100,13744,33300,38545,0.7131,12.5,3057.64,26222.5,33398,O,S3,487,1,29,17,2,4,S-Corp,2,0,52,Building Materials and Hardware,11724,105900,48618,TN,Loan Masters
343517306,7430,14900,18476,0.8043,12.5,2205.2,9789.66,15687.5,O,S2,548,21,31,22,4,11,LLC,1,0,53,General Merchandise Stores,36736,162600,54892,IL,Credit Divas
12917406,6291,11200,12900,0.9753,12.5,333.4,17196.7,11652,R,S2,577,7,38,5,6,8,LLC,1,1,57,Home Furniture and Furnishings Stores,596,152300,53750,VA,Loan Masters
358816775,16680,52750,65410,0.5100,12.5,7807,34699.18,34699.3333,O,S4,456,9,25,16,3,13,LLC,1,0,58,Eating and Drinking Places,38940,102800,36790,MN,Credit Divas
327612031,11032,20400,23970,0.9205,12.5,826.2,27304,27302.9691,R,S2,638,5,22,11,1,7,LLC,2,4,58,Eating and Drinking Places,34956,295300,69097,MD,Loan Masters
101212861,17346,34000,41140,0.8433,12.5,5793.6,26702.06,26702.3333,O,S3,556,5,24,13,6,3,S-Corp,2,1,65,Real Estate,13071,90800,34328,FL,Loan Masters
65415362,33211,81000,95580,0.6949,12.5,11566.8,60299.52,60299.3333,O,S4,523,1,26,12,9,3,LLC,2,0,58,Eating and Drinking Places,8208,290300,66983,CT,Loan Masters
203415739,30930,86000,106640,0.5801,12.5,12728,56516.14,56516.5,O,S4,594,23,22,8,1,6,LLC,2,1,41,Local/Suburban Transit and Highway Passenger,22874,95700,38668,PA,Credit Divas
125613228,19335,33800,41912,0.9226,17.5,2501.2,18472,19426,R,S3,496,3,39,24,13,7,LLC,0,0,58,Eating and Drinking Places,15782,386800,55556,GA,Loan Masters
42619496,4098,9000,11170,0.7338,12.5,1548.78,7668,7132,R,S2,448,8,18,8,7,2,LLC,0,2,53,General Merchandise Stores,5191,263300,27500,VA,Loan Masters
124113300,17730,31800,39432,0.8993,12.5,3529.8,21009,33237.6,O,S3,605,2,8,6,1,1,LLC,0,0,79,Amusement and Recreational Services,15595,98300,44573,NC,Loan Masters
17611962,11582,20000,24800,0.9340,12.5,2368,13141.34,13141.3333,R,S2,528,21,44,29,3,2,S-Corp,2,4,58,Eating and Drinking Places,1468,81800,35648,PA,Credit Divas
420610714,59252,1.00E+05,116000,1.0216,7.5,9240,128392.36,128392.243,O,S4,630,16,37,11,1,3,LLC,0,0,57,Home Furniture and Furnishings Stores,52081,181500,51492,FL,Loan Masters
201810189,6468,14900,17731,0.7296,12.5,2056.2,11743.22,11743.5,O,S2,584,6,10,1,7,1,LLC,3,0,27,Printing Publishing and Allied Industries,22779,105500,41592,FL,Credit Divas
52116843,24535,54400,63920,0.7677,12.5,4406.4,49027.48,2157.92454,O,S4,522,18,34,13,7,7,LLC,0,0,59,Miscellaneous Retail Stores,6552,126800,39833,DE,Loan Masters
220310577,28346,44000,50600,1.1204,10,3432,47827.88,50688.8333,O,S4,684,3,15,8,0,3,LLC,2,0,75,Auto Repair Services and Parking,24439,107900,34789,VA,Loan Masters
251319772,11753,21000,24675,0.9526,12.5,2268,18925,18925,O,S2,692,32,41,33,1,16,LLC,0,0,59,Miscellaneous Retail Stores,27247,77700,25905,LA,Loan Masters
162319450,3351,6800,8092,0.8282,12.5,750.72,5438,6198.66667,R,S1,494,15,18,5,7,3,LLC,0,0,79,Amusement and Recreational Services,19016,61500,34006,IN,Credit Divas
285718818,20184,42000,49350,0.8180,10,3402,47130.8,47130.8524,O,S3,600,1,28,16,7,5,LLC,1,0,58,Eating and Drinking Places,30543,77900,31775,FL,Loan Masters
48416891,15262,26000,29900,1.0209,10,2028,26254.62,26254.8,O,S3,609,3,35,22,9,5,LLC,0,0,58,Eating and Drinking Places,5966,195500,83462,CT,Credit Divas
61714563,28378,61000,71675,0.7919,12,6999.76,51198.08,51200.3489,O,S4,555,8,38,21,3,3,LLC,6,6,58,Eating and Drinking Places,7747,158100,61707,NH,Credit Divas
99612140,21334,35700,42268,1.0095,12.5,4590.58,24369.04,24368.6667,O,S3,511,7,31,17,3,12,S-Corp,1,0,58,Eating and Drinking Places,12907,85000,35014,MO,Loan Masters
386813793,55725,89500,105162.5,1.0598,12.5,8457.76,69012.86,91141.3333,O,S4,662,6,10,6,1,1,LLC,0,2,59,Miscellaneous Retail Stores,43875,145200,63639,FL,Loan Masters
242514387,12216,24000,28560,0.8555,10,2649.6,27415.76,19846,R,S3,579,5,40,22,3,4,LLC,2,0,72,Personal Services,26401,65200,33962,PA,Credit Divas
45010872,9700,16400,19598,0.9899,12.5,455.92,17235.22,10524,R,S2,501,28,2,1,0,0,LLC,1,0,55,Automotive Dealers and Service Stations,5472,129400,50839,WI,Loan Masters
43415108,15532,25000,30750,1.0102,12.5,2190,16204.96,16204.5,O,S3,631,3,7,4,3,1,S-Corp,0,0,58,Eating and Drinking Places,5247,82100,37262,VA,Loan Masters
99319181,17832,38000,46550,0.7661,12.5,2280,24540.24,24540.4,O,S3,678,3,17,7,0,0,LLC,1,0,58,Eating and Drinking Places,12898,100100,40622,NC,Loan Masters
191113797,7331,20000,23800,0.6161,12.5,2760,20065.4,21129,O,S2,498,14,24,8,13,5,S-Corp,0,0,58,Eating and Drinking Places,21732,72200,30832,AL,Credit Divas
93010880,23672,46800,57330,0.8258,12.5,7973.56,63375.06,84564,R,S4,608,3,15,4,0,0,LLC,0,3,58,Eating and Drinking Places,11996,431600,50706,FL,Loan Masters
178618793,18794,47400,55695,0.6749,12.5,2559.6,60062.6,60062.6,R,S4,513,3,9,1,4,1,LLC,1,0,57,Home Furniture and Furnishings Stores,20728,205300,46992,FL,Loan Masters
379513052,2659,5000,5925,0.8976,12.5,650.76,7292.94,5670,R,S1,526,6,21,5,6,1,LLC,0,5,59,Miscellaneous Retail Stores,42677,187300,49316,NJ,Loan Masters
134717796,42871,76400,89770,0.9551,12.5,6188.4,68764.64,79576.5455,O,S4,639,4,36,12,2,0,LLC,3,0,58,Eating and Drinking Places,16649,221600,61475,FL,Loan Masters
